obs,id_obs,id_name,id_koi
rj330.286,rj330.286,CK05663,5663
rj330.287,rj330.287,CK05833,5833
rj330.296,rj330.296,CK07375,7375
rj330.297,rj330.297,CK04069,4069
rj330.298,rj330.298,CK02101,2101
rj331.292,rj331.292,CK02114,2114
rj331.294,rj331.294,CK00255,255
rj331.295,rj331.295,CK01424,1424
rj331.296,rj331.296,CK05708,5708
rj331.297,rj331.297,CK07923,7923
rj332.87,rj332.87,CK06299,6299
rj332.88,rj332.88,CK00443,443
rj332.89,rj332.89,CK02811,2811
rj332.90,rj332.90,CK02298,2298
rj332.91,rj332.91,CK00160,160
rj332.92,rj332.92,CK08061,8061
rj332.190,rj332.190,CK00182,182
rj333.21,rj333.21,CK06166,6166
rj333.22,rj333.22,CK03469,3469
rj333.23,rj333.23,CK01245,1245
rj333.27,rj333.27,K00370,370
rj333.306,rj333.306,CK06246,6246
rj333.307,rj333.307,CK05597,5597
rj333.308,rj333.308,CK00125,125
rj333.314,rj333.314,K00295,295
rj333.321,rj333.321,CK01397,1397
rj333.323,rj333.323,CK02700,2700
rj333.504,rj333.504,K03179,3179
rj333.508,rj333.508,CK02060,2060
rj333.509,rj333.509,CK03266,3266
rj333.510,rj333.510,CK02223,2223
rj333.513,rj333.513,CK01702,1702
rj333.514,rj333.514,CK01671,1671
rj333.515,rj333.515,CK01140,1140
rj333.516,rj333.516,CK03878,3878
rj333.517,rj333.517,CK07073,7073
rj333.518,rj333.518,CK01075,1075
rj333.519,rj333.519,CK05475,5475
rj333.684,rj333.684,CK00253,253
rj333.685,rj333.685,CK01146,1146
rj333.686,rj333.686,CK06863,6863
rj333.693,rj333.693,K02732,2732
rj333.694,rj333.694,K02732,2732
rj333.702,rj333.702,CK01358,1358
rj333.703,rj333.703,CK04928,4928
rj333.989,rj333.989,CK03478,3478
rj333.994,rj333.994,K00855,855
rj333.998,rj333.998,CK01658,1658
rj333.999,rj333.999,CK04380,4380
rj333.1000,rj333.1000,CK00130,130
rj333.1001,rj333.1001,CK04778,4778
rj334.91,rj334.91,CK02193,2193
rj334.99,rj334.99,CK03145,3145
rj334.100,rj334.100,CK00396,396
rj334.105,rj334.105,CK02551,2551
rj334.292,rj334.292,CK02663,2663
rj334.293,rj334.293,CK01176,1176
rj334.294,rj334.294,CK04208,4208
rj334.295,rj334.295,CK01014,1014
rj334.296,rj334.296,CK00883,883
rj334.297,rj334.297,CK01420,1420
rj335.285,rj335.285,CK02156,2156
