,id_starname,teff,teff_err,logg,logg_err,feh,feh_err,feh_err,parallax,parallax_err,kmag,kmag_err,ra,dec,band,dust,cks_sprov
155,K00333,6197.17350577,100,4.7,1,0.0866180852172,0.06,0.12,-99,0,12.125,0.017,290.957913026,47.4062673043,kmag,allsky,smsyn
156,K00337,5755.0180289,100,4.7,1,0.092792655477,0.06,0.12,-99,0,12.409,0.019,295.684859461,47.7480914402,kmag,allsky,smsyn
157,K00338,4995.69338283,100,4.7,1,0.336344734708,0.06,0.12,-99,0,11.393,0.017,297.970727113,47.7316041009,kmag,allsky,smsyn
158,K00340,5688.23401447,100,4.7,1,0.352564832498,0.06,0.12,-99,0,11.435,0.018,297.664530816,47.8013440906,kmag,allsky,smsyn
159,K00341,5548.70749673,100,4.7,1,0.174336414223,0.06,0.12,-99,0,11.698,0.02,297.96156162,48.244336301,kmag,allsky,smsyn
160,K00343,5754.63346455,100,4.7,1,0.0429234878386,0.06,0.12,-99,0,11.762,0.021,295.119006711,48.4813635296,kmag,allsky,smsyn
161,K00344,5608.36053001,100,4.7,1,-0.203521739053,0.06,0.12,-99,0,11.9,0.02,283.340294761,48.549062008,kmag,allsky,smsyn
162,K00345,4909.28326105,100,4.7,1,0.0582790366597,0.06,0.12,-99,0,11.177,0.022,286.524658245,48.6835480564,kmag,allsky,smsyn
163,K00346,5083.40299291,100,4.7,1,0.0825972795865,0.06,0.12,-99,0,11.545,0.02,298.660909429,48.6063021947,kmag,allsky,smsyn
164,K00348,4731.2204438,100,4.7,1,0.0829402298816,0.06,0.12,-99,0,11.683,0.019,293.685689283,48.8249915406,kmag,allsky,smsyn
165,K00350,5791.81489083,100,4.7,1,0.0566918008862,0.06,0.12,-99,0,11.923,0.021,287.861401233,49.2644450009,kmag,allsky,smsyn
166,K00351,5967.00967182,100,4.7,1,0.0803985603058,0.06,0.12,-99,0,12.482,0.024,284.433464246,49.3051238906,kmag,allsky,smsyn
167,K00352,5811.66929385,100,4.7,1,-0.0178775551328,0.06,0.12,-99,0,12.223,0.025,298.06765189,49.4125409636,kmag,allsky,smsyn
168,K00353,6376.96197404,100,4.7,1,-0.0914796105137,0.06,0.12,-99,0,12.228,0.023,295.212647155,49.5621600442,kmag,allsky,smsyn
169,K00355,6114.17075615,100,4.7,1,0.200139157117,0.06,0.12,-99,0,11.845,0.019,296.566658661,49.6961741944,kmag,allsky,smsyn
170,K00356,5462.06756894,100,4.7,1,0.0297146515038,0.06,0.12,-99,0,11.892,0.021,297.736360539,49.6371009827,kmag,allsky,smsyn
171,K00360,6016.1680296,100,4.7,1,-0.0964775808632,0.06,0.12,-99,0,11.582,0.021,289.214758408,50.650836515,kmag,allsky,smsyn
172,K00361,5698.68302193,100,4.7,1,0.149713230436,0.06,0.12,-99,0,11.623,0.023,289.880580438,51.2769907153,kmag,allsky,smsyn
173,K00365,5488.26578519,100,4.7,1,-0.0974504516596,0.06,0.12,-99,0,9.645,0.013,297.486550259,49.6233975206,kmag,allsky,smsyn
174,K00366,6247.93547176,100,4.7,1,-0.0434675535169,0.06,0.12,-99,0,10.626,0.019,291.664147797,38.6191848845,kmag,allsky,smsyn
175,K00367,5739.48149304,100,4.7,1,0.183608399836,0.06,0.12,-99,0,9.64,0.017,284.472247329,39.9118889677,kmag,allsky,smsyn
176,K00368,6729.70206921,100,4.7,1,-1.25007861022,0.06,0.12,-99,0,11.081,0.011,290.854585066,42.0869094487,kmag,allsky,smsyn
177,K00369,6223.65529075,100,4.7,1,-0.123426949376,0.06,0.12,-99,0,10.792,0.011,281.91561279,42.7755535259,kmag,allsky,smsyn
178,K00370,6080.44297708,100,4.7,1,0.0573485922008,0.06,0.12,-99,0,10.628,0.016,291.387739745,44.5290465178,kmag,allsky,smsyn
179,K00371,5181.96434447,100,4.7,1,0.137197736318,0.06,0.12,-99,0,10.17,0.017,299.676192862,40.8564951637,kmag,allsky,smsyn
